chan_rank,channelTitle,chan_subscribers,chan_video_views,chan_video_count,chan_category,chan_started,chan_average_views_per_video,chan_number_trending_videos
388,SCTV,17700000,8588329369,50080,Entertainment,2011,171492.19986022366,0
389,Good Mythical Morning,17700000,8074270215,2980,Entertainment,2008,2709486.649328859,3
390,TheGrefg,17700000,6077820746,3332,Gaming,2012,1824075.8541416568,0
391,Ali-A,17700000,5766028299,3920,Gaming,2006,1470925.586479592,5
392,Marmok,17700000,3131925799,344,Gaming,2008,9104435.462209303,0
393,Mother Goose Club Playhouse,17600000,15500399390,1282,Shows,2009,12090795.15600624,0
394,RsiamMusic : อาร์สยาม,17600000,10952154122,2663,Music,2011,4112712.775816748,0
395,Little Angel Español - Canciones Infantiles,17600000,8525569510,580,Education,2018,14699257.77586207,0
396,Познаватель,17600000,8522826642,476,Entertainment,2014,17905097.98739496,0
397,JFlaMusic,17600000,3657526529,282,Music,2011,12969952.230496453,0
398,Village Cooking Channel,17600000,4477436881,211,Howto & Style,2018,21220080.004739337,0
399,FactTechz,17500000,2112929572,578,Entertainment,2016,3655587.4948096885,0
400,Sebastián Yatra,17400000,9316925082,196,News & Politics,2013,47535332.051020406,0
401,officialpsy,17400000,9825292199,119,Music,2010,82565480.66386555,7
402,Vlad and Niki IDN,17400000,8231518268,392,Unknown,2018,20998771.091836736,0
403,Porta dos Fundos,17400000,7258838590,1960,Entertainment,2012,3703489.076530612,0
404,Liza Koshy,17400000,2595554113,189,Comedy,2013,13733090.544973545,0
405,etvteluguindia,17300000,19465295267,111360,Entertainment,2010,174796.11410739942,0
406,Vijay Television,17300000,19901616359,27059,Entertainment,2007,735489.7209431243,0
407,TED-Ed,17300000,3287834094,1948,Education,2011,1687799.842915811,0
408,Stubborn Facts,17300000,827786482,217,Film & Animation,2016,3814684.248847926,0
409,PopularMMOs,17200000,14475783059,4686,Gaming,2012,3089155.582373026,0
410,SQUEEZIE,17200000,9258609822,1471,Gaming,2011,6294092.33310673,0
411,Masha e o Urso,17200000,7131816532,856,Shows,2016,8331561.369158879,0
412,Willyrex,17200000,4808457361,6686,Gaming,2009,719182.9735267723,0
413,RobleisIUTU,17200000,4680573231,1145,Entertainment,2013,4087836.8829694325,0
414,EeOneGuy,17200000,3804413513,363,Entertainment,2013,10480477.99724518,0
415,LuisFonsiVEVO,17100000,14008585257,96,Music,2009,145922763.09375,0
416,GRAMMY GOLD OFFICIAL,17100000,17974040182,5334,Music,2014,3369711.320209974,0
417,SUPER SLICK SLIME SAM,17100000,6078466417,741,Howto & Style,2018,8203058.592442645,0
418,HowToBasic,17100000,3561001854,563,Howto & Style,2011,6325047.698046181,0
419,李子柒 Liziqi,17100000,2801548472,128,Howto & Style,2017,21887097.4375,0
420,Gaby and Alex,17000000,7942553236,351,Entertainment,2012,22628356.797720797,0
421,شبكة العاب العرب | Arab Games Network,17000000,7723277433,5515,Gaming,2013,1400412.9524932003,0
422,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,17000000,6221383175,192,Education,2017,32403037.369791668,0
423,Rafa & Luiz,17000000,6273315738,2184,Entertainment,2015,2872397.3159340657,0
424,Khan GS Research Centre,17000000,1670639781,347,Education,2019,4814523.864553314,0
425,हिंदी - Genevieve's Playhouse,16900000,9195178282,96,Education,2018,95783107.10416667,0
426,الـريماس - Al-Remas,16900000,10550888024,2047,Music,2013,5154317.5495847585,0
427,Junya.じゅんや,16900000,9529205653,3150,Entertainment,2020,3025144.651746032,0
428,Guava Juice,16900000,8614218175,1754,Gaming,2006,4911184.82041049,1
429,Doggy Doggy Cartoons,16800000,6459285262,4723,Entertainment,2012,1367623.3881007833,0
430,IGN,16800000,14633922961,149770,Gaming,2006,97709.30734459504,8
431,Jason Derulo,16800000,8808599101,451,Music,2008,19531261.86474501,3
432,Maya and Mary,16800000,6304251610,539,Entertainment,2013,11696199.647495361,0
433,DUDU e CAROL,16700000,6530946230,2874,Autos & Vehicles,2013,2272423.879610299,0
434,Jane ASMR 제인,16700000,6443586305,1546,Unknown,2012,4167908.347347995,0
435,Anitta,16700000,6610175435,99,Music,2011,66769448.83838384,3
436,Werever2morro,16700000,2714071108,972,Entertainment,2007,2792254.2263374487,0
437,Triggered Insaan,16700000,2657491028,265,Comedy,2014,10028268.03018868,0
438,7clouds,16600000,11637964945,1940,Music,2013,5998951.00257732,0
439,Tu COSMOPOLIS,16600000,4875900353,6796,People & Blogs,2014,717466.2085050029,0
440,DeToxoMoroxo,16600000,2212149791,488,Entertainment,2012,4533093.834016394,0
441,Sourav Joshi Vlogs,16500000,5970849535,1039,People & Blogs,2019,5746727.175168431,0
442,TheBrianMaps,16500000,4090289417,476,Comedy,2012,8593044.99369748,0
443,Manual do Mundo,16500000,3367572384,2117,Howto & Style,2006,1590728.5706188001,0
444,SonyMusicSouthVEVO,16400000,15090557603,4304,Music,2014,3506170.44679368,0
445,zbing z.,16400000,8307904773,2763,Gaming,2014,3006842.11834962,0
446,Dhar Mann,16400000,8642459264,649,People & Blogs,2018,13316578.218798151,0
447,IDEAS EN 5 MINUTOS,16400000,3509049258,4658,Howto & Style,2017,753338.1833404895,0
448,W2S,16300000,4739609055,653,Gaming,2012,7258206.822358347,0
449,Shemaroo Comedy,16300000,4923411314,3467,Entertainment,2007,1420078.2561292183,0
450,ExtraPolinesios,16300000,4696367446,480,People & Blogs,2012,9784098.845833333,0
451,Goldmines Great Indian Comedy,16300000,4238595667,2008,Film & Animation,2016,2110854.415836653,0
452,Prajapati News,16300000,907965523,1081,Comedy,2013,839931.1036077706,0
453,SOMOY TV,16200000,9476895180,124072,News & Politics,2015,76382.22306402733,0
454,Sony AATH,16200000,10718891416,14759,Shows,2013,726261.3602547598,0
455,Miley Cyrus,16200000,6235405830,124,Entertainment,2009,50285530.88709678,0
456,Sandra Cires Art,16200000,3702173328,953,Howto & Style,2011,3884756.902413431,0
457,tanboy kun,16200000,3020272233,582,People & Blogs,2016,5189471.19072165,0
458,Sidhu Moose Wala,16200000,4078330367,111,Music,2017,36741715.018018015,1
459,Blippi - Educational Videos for Kids,16100000,12991967769,453,Education,2014,28679840.549668875,0
460,Queen Official,16100000,9723539941,908,Music,2008,10708744.428414097,0
461,Travis Scott,16100000,7187033169,13,Music,2013,552848705.3076923,0
462,Les' Copaque Production,16100000,7954662776,1427,Film & Animation,2009,5574395.778556412,0
463,Zuni and Family,16100000,5830669187,176,People & Blogs,2017,33128802.198863637,0
464,Sidemen,16100000,4196033350,264,Entertainment,2015,15894065.719696969,34
465,The Game Theorists,16100000,3546490692,659,Gaming,2009,5381624.722306525,26
466,Antrax,16100000,2949891202,654,Gaming,2015,4510537.006116208,0
467,Canal IN,16100000,2573050059,723,People & Blogs,2017,3558852.0871369294,0
468,Dushyant kukreja,16000000,11095340736,571,Entertainment,2015,19431419.85288967,0
469,TRANS TV Official,16000000,8780937851,123467,Entertainment,2014,71119.71499267011,0
470,Little Mix,16000000,7047968268,278,Music,2011,25352403.84172662,4
471,RKD Studios,16000000,4133234619,622,Entertainment,2014,6645071.734726688,0
472,FailArmy,16000000,2041620563,337,Comedy,2011,6058221.255192879,0
473,El Reino a Jugar,15900000,10175537321,872,Education,2015,11669194.175458716,0
474,DopeLyrics,15900000,9803533121,1937,Music,2016,5061194.177077956,0
475,Boyce Avenue,15900000,6230190520,438,Music,2007,14224179.269406393,0
476,Camila Cabello,15900000,6086165889,61,Music,2015,99773211.29508197,1
477,VICE,15900000,4174962442,3694,Entertainment,2005,1130200.9859231187,4
478,Kaykai Salaider,15900000,4248704474,399,Comedy,2011,10648382.140350876,0
479,Fede Vigevani,15900000,4745414554,865,Howto & Style,2009,5486028.386127167,0
480,Marques Brownlee,15900000,3082486680,1454,Science & Technology,2008,2120004.5942228334,17
481,jeffreestar,15900000,2575183135,428,Howto & Style,2006,6016783.025700934,15
482,Apple,15900000,808136104,205,Science & Technology,2005,3942127.3365853657,12
483,Kids Play,15800000,7713981883,545,Entertainment,2018,14154095.198165137,0
484,Aayu and Pihu Show,15800000,7837311552,352,Comedy,2017,22265089.636363637,0
485,JJ Olatunji,15800000,3631494389,1183,Gaming,2011,3069733.2113271346,20
486,Katie Angel,15800000,3007947714,732,People & Blogs,2015,4109218.1885245903,0
487,MissaSinfonia,15800000,1918777559,232,Comedy,2011,8270592.926724138,0
488,AMARINTV : อมรินทร์ทีวี,15700000,11194074075,97231,Entertainment,2014,115128.6531558865,0
489,Rotten Tomatoes Trailers,15700000,12811981848,9582,Film & Animation,2011,1337088.483406387,1
490,Pitbull,15700000,11458130113,302,Music,2006,37940828.18874172,0
491,Enes Batur,15700000,9410061135,1979,Gaming,2012,4754957.622536635,0
492,Jennifer Lopez,15700000,9512025119,224,Music,2005,42464397.852678575,2
493,Jason Vlogs,15700000,7137778517,666,Education,2015,10717385.16066066,0
494,Alejo Igoa,15700000,5276127016,699,Comedy,2014,7548107.319027182,0
495,Matt Stonie,15700000,3249162653,401,Entertainment,2012,8102650.007481297,7
496,Caeli YT,15700000,1509244860,545,Entertainment,2010,2769256.623853211,0
497,Pop Chartbusters,15600000,7817983360,2154,Music,2011,3629518.737233055,0
498,Tilak,15600000,6132515137,3614,Film & Animation,2020,1696877.4590481461,0
499,AdMe,15600000,4012749893,5356,Entertainment,2015,749206.4774085138,0
500,FunFun Toy Doll TV,15500000,6948469648,706,Entertainment,2016,9842024.997167138,0
501,News24,15500000,5982443648,157377,News & Politics,2014,38013.4558925383,0
502,Roman Atwood Vlogs,15500000,5442036950,1726,People & Blogs,2013,3152976.216685979,7
503,Dyland PROS,15500000,1294519810,1803,Entertainment,2015,717981.0371602884,0
504,Gato Galactico | GALÁXIA,15400000,5602802498,2085,Film & Animation,2013,2687195.4426858514,0
505,FitDance,15400000,6541827030,3537,Music,2013,1849541.145038168,0
506,Smile Family Spanish,15400000,5534075089,343,Unknown,2019,16134329.705539359,0
507,wifistudy,15400000,2805232542,46290,Education,2014,60601.26467919637,0
509,RCTI - LAYAR DRAMA INDONESIA,15300000,12818689835,58886,Entertainment,2015,217686.54408518155,0
510,SriBalajiMovies,15200000,8199671601,16953,Entertainment,2011,483670.83118032204,0
511,Oyuncak Avı,15200000,8085387780,544,Entertainment,2014,14862845.18382353,0
512,AdeleVEVO,15200000,11470355227,51,Music,2009,224908926.01960784,9
513,Camilo,15200000,6003697328,80,Music,2010,75046216.6,0
514,Kerajinan 5-Menit,15200000,4465727515,3392,People & Blogs,2018,1316547.0268278301,0
515,Bizarrap,15200000,4683488651,78,Comedy,2017,60044726.29487179,3
516,T3ddy,15200000,2528566554,1700,Comedy,2012,1487392.0905882353,0
517,Musas,15200000,2359375167,611,Howto & Style,2012,3861497.8183306055,0
518,Dan Rhodes,15100000,10715145365,1315,Entertainment,2015,8148399.517110266,2
519,With Kids[위드키즈],15100000,7990515155,863,Entertainment,2012,9258997.862108922,0
520,And TV,15100000,11583824903,26477,Entertainment,2015,437505.1895229822,0
521,TheRichest,15100000,2919203136,2206,Education,2014,1323301.5122393472,0
522,LOKESH GAMER,15100000,1535589708,1186,Gaming,2017,1294763.666104553,0
523,Technoblade,15100000,1488692745,988,Gaming,2013,1506774.0334008096,7
524,Ch7HD,15000000,11688798550,49889,Entertainment,2010,234296.10836056044,0
525,POPS Kids,15000000,8678492072,4478,Music,2014,1938028.6002679768,0
526,SAM SMITH,15000000,8769075543,67,Music,2012,130881724.52238806,0
527,Like Nastya IDN,15000000,6483845834,430,Entertainment,2019,15078711.241860464,0
528,Like Nastya VNM,15000000,8132415475,456,Entertainment,2019,17834244.4627193,0
529,5-Minute Crafts FAMILY,15000000,5438131771,3440,People & Blogs,2018,1580852.2590116279,0
530,zayn,15000000,4559692349,14,Music,2016,325692310.64285713,0
531,Makiman131,15000000,4484263923,3102,Gaming,2013,1445604.1015473888,0
532,حِرف إبداعية في 5 دقائق,15000000,4160511912,4404,Howto & Style,2017,944712.0599455041,0
533,Stokes Twins,15000000,2774875062,216,People & Blogs,2008,12846643.805555556,5
534,Ranz Kyle,15000000,1678559984,479,People & Blogs,2008,3504300.592901879,0
536,Henrique e Juliano,14900000,12484253152,285,Music,2009,43804397.024561405,0
537,LEGO,14900000,18840617532,28683,Entertainment,2005,656856.5886413555,1
538,Volga Video,14900000,9171517368,18735,Film & Animation,2012,489539.2243394716,0
539,Lahari Music | T-Series,14900000,10469251425,8169,Music,2011,1281582.9875137715,0
540,Kwebbelkop,14900000,6655475239,4951,Gaming,2008,1344268.8828519492,2
541,Talking Tom & Friends,14900000,6178735188,392,Entertainment,2010,15762079.56122449,0
542,Mariale,14900000,2568493946,1918,Howto & Style,2010,1339152.2137643378,0
543,Harsh Beniwal,14900000,1630452954,158,Comedy,2015,10319322.493670886,0
544,GMMTV OFFICIAL​​,14800000,10387146066,19368,Entertainment,2010,536304.5263320942,0
545,BIGBANG,14800000,7353265213,776,Music,2005,9475857.233247424,1
546,La Rosa de Guadalupe,14800000,8349695433,5225,Entertainment,2015,1598027.8340669856,0
547,Dave and Ava - Nursery Rhymes and Baby Songs,14800000,9864262216,732,Education,2014,13475768.054644808,0
548,League of Legends,14800000,6604382784,1340,Gaming,2009,4928643.868656716,12
549,Super Senya,14800000,4790199895,525,Entertainment,2016,9124190.276190476,0
550,Lachlan,14800000,5013387703,3646,Gaming,2013,1375037.7682391661,13
551,Reaction Time,14800000,4255591418,1684,Entertainment,2015,2527073.2885985747,0
552,ERB,14800000,3905723697,85,Entertainment,2006,45949690.55294117,2
553,YOLO AVENTURAS,14800000,3689834035,976,People & Blogs,2018,3780567.6588114756,0
554,MrBeast Shorts,14800000,1938796955,87,People & Blogs,2020,22285022.471264366,10
555,Niana Guerrero,14800000,1359023136,391,Entertainment,2013,3475762.496163683,0
556,Zé Neto e Cristiano,14700000,10398104437,212,Music,2012,49047662.43867925,0
557,Dangal TV Channel,14700000,8282592676,8625,Entertainment,2017,960300.6001159421,0
558,MK MUSIC,14700000,7773089325,4624,Music,2010,1681031.428416955,0
559,NDTV India,14700000,5647481648,65241,News & Politics,2008,86563.38265814442,0
560,les boys tv2,14700000,4518966874,381,Entertainment,2017,11860805.443569554,0
561,iTownGamePlay *Terror&Diversión*,14700000,4784433628,7674,Entertainment,2012,623460.2069324993,0
562,Planeta das Gêmeas,14700000,4468774867,899,People & Blogs,2015,4970828.550611791,0
563,IDEIAS INCRÍVEIS,14700000,3498040367,4643,Howto & Style,2017,753400.8974800776,0
564,Linus Tech Tips,14700000,6062569897,5864,Science & Technology,2008,1033862.5335948159,10
565,Maroon5VEVO,14600000,18917303323,143,Music,2009,132288834.42657343,0
566,Major Lazer Official,14600000,8886913617,407,Music,2009,21835168.592137594,0
567,Jorge & Mateus Oficial,14600000,7981563626,294,Music,2008,27148175.598639455,0
568,NMF News,14600000,6090840731,95987,News & Politics,2013,63454.85045891631,0
569,BBC News Hindi,14600000,5544547819,16437,News & Politics,2009,337321.1546510921,0
