chan_rank,channelTitle,chan_subscribers,chan_video_views,chan_video_count,chan_category,chan_started,chan_average_views_per_video,chan_number_trending_videos
42,Taylor Swift,47100000,25563795998,189,Music,2006,135258179.88359788,1
43,Billie Eilish,46200000,11999349578,48,Music,2013,249986449.54166666,5
44,JuegaGerman,46100000,13698034536,1959,Gaming,2013,6992360.661562022,0
45,BillionSurpriseToys - English Kids Songs & Cartoon,45700000,8590657189,648,Education,2013,13257187.020061728,0
46,Infobells - Hindi,45600000,25635591765,476,Education,2014,53856285.22058824,0
47,Badabun,45600000,18567925780,13814,Entertainment,2014,1344138.249601853,0
48,Fernanfloo,45100000,9966728650,541,Gaming,2011,18422788.63216266,0
49,Felipe Neto,44300000,15475571879,3512,Entertainment,2006,4406484.020216401,0
50,BRIGHT SIDE,43900000,10058536263,4540,Howto & Style,2017,2215536.6218061675,0
51,whinderssonnunes,43900000,4120078906,521,Comedy,2013,7908020.932821497,0
52,Você Sabia?,43300000,7284075395,1315,Entertainment,2013,5539220.83269962,0
53,HolaSoyGerman.,43300000,4735959546,136,Entertainment,2011,34823231.955882356,0
54,Katy Perry,43200000,23966278157,118,Music,2008,203104052.1779661,0
55,SonyMusicIndiaVEVO,42700000,23991411417,3309,Music,2009,7250350.987307344,0
56,Bad Bunny,42500000,23748805401,123,Music,2014,193079718.70731708,2
57,Alan Walker,42200000,11731228995,318,Music,2012,36890657.216981135,0
58,Like Nastya Show,41500000,18745015002,599,Entertainment,2017,31293848.083472453,0
59,Get Movies,41300000,28559341412,3963,Entertainment,2006,7206495.435780974,0
60,A4,41200000,16717234472,645,Gaming,2014,25918192.97984496,0
61,Speed Records,40800000,24558172214,10327,Music,2012,2378054.828507795,1
62,ABS-CBN Entertainment,40600000,47544242811,179522,People & Blogs,2008,264837.97423714085,0
63,elrubiusOMG,40400000,7483116325,705,Gaming,2011,10614349.397163121,0
64,Shemaroo,39700000,20489429972,9707,Entertainment,2007,2110789.118368188,0
65,Rihanna,39600000,20092128845,79,Entertainment,2005,254330744.87341774,0
66,Little Baby Bum - Nursery Rhymes & Kids Songs,39500000,37136069429,1989,Education,2011,18670723.694821518,0
67,Luisito Comunica,39200000,7691260396,1119,Comedy,2012,6873333.687220733,0
68,Voot Kids,38800000,17685426640,3282,Entertainment,2016,5388612.626447288,0
69,Маша и Медведь,38700000,32833907997,1198,Film & Animation,2011,27407268.778797995,0
70,TheEllenShow,38300000,22335550787,14404,Entertainment,2006,1550649.1798805888,16
71,LUCCAS NETO - LUCCAS TOON,37800000,20454693770,1875,People & Blogs,2014,10909170.010666667,0
72,Ishtar Music,37800000,14999240876,4535,Trailers,2005,3307440.104961411,0
73,GR6 EXPLODE,37600000,23912270526,4180,Music,2014,5720638.881818182,0
74,XXXTENTACION,37600000,9725253939,126,Music,2015,77184555.07142857,3
75,One Direction,37400000,12698961117,157,Music,2010,80885102.65605095,0
76,Shakira,37200000,23715669906,287,People & Blogs,2005,82632996.18815331,0
77,Kimberly Loaiza,37200000,4254148920,206,People & Blogs,2016,20651208.349514563,0
78,WorkpointOfficial,37000000,33773658170,62039,Entertainment,2012,544393.9807218041,0
79,Daddy Yankee,36800000,20479831396,423,Music,2011,48415677.059101656,0
80,Toys and Colors,36500000,40932580174,821,Entertainment,2016,49856979.505481124,0
81,CarryMinati,36300000,2948237121,178,Comedy,2014,16563129.893258426,0
83,Maroon 5,36000000,20838666788,163,Music,2006,127844581.5214724,0
84,shfa,35900000,19083355034,847,People & Blogs,2015,22530525.42384888,0
85,TEDx Talks,35900000,6660397688,185006,Nonprofits & Activism,2009,36000.98206544653,0
86,shfa2 - شفا,35800000,20816532667,1351,People & Blogs,2017,15408240.316062177,0
87,Jkk Entertainment,35700000,15133442317,194,Comedy,2017,78007434.62371135,0
88,Super Simple Songs - Kids Songs,35300000,37440873935,600,Education,2006,62401456.55833333,0
89,Bruno Mars,35300000,17395825825,97,Music,2006,179338410.5670103,4
90,Ozuna,35200000,21048440606,137,Music,2016,153638252.59854016,0
91,Masha and The Bear,35100000,19426654260,935,Shows,2014,20777170.331550803,0
92,one31,34400000,26969165355,128901,Entertainment,2013,209223.86447738964,0
93,Goldmines Gaane Sune Ansune,34300000,14212434275,3171,Music,2015,4482003.871018606,0
94,Like Nastya ESP,33600000,15934957738,630,Entertainment,2017,25293583.71111111,0
95,J Balvin,33600000,21489532517,134,Music,2011,160369645.64925373,0
96,Mikecrack,33500000,13775632479,1727,Gaming,2015,7976625.63925883,0
97,VEGETTA777,33400000,14948682643,7130,Gaming,2008,2096589.4309957924,0
98,Ultra Bollywood,33400000,15508274562,9078,Trailers,2009,1708336.0389953735,0
99,Markiplier,33300000,18701808550,5200,Gaming,2012,3596501.644230769,13
101,ABP NEWS,33200000,10421462788,224455,People & Blogs,2012,46430.07635383485,0
102,Total Gaming,33200000,5935440954,1894,Gaming,2018,3133812.5417106654,0
103,Maria Clara & JP,33100000,20224535670,627,People & Blogs,2015,32256037.751196172,0
104,Desi Music Factory,33000000,9481987642,125,Music,2014,75855901.136,0
105,Ryan's World,32900000,51721734476,2198,Entertainment,2015,23531271.372156505,0
106,Geet MP3,32800000,11575367431,563,Music,2016,20560155.294849023,0
107,Sony PAL,32700000,23519452138,19383,Shows,2014,1213406.1877934271,0
108,NoCopyrightSounds,32700000,10436881173,1116,Music,2011,9352044.061827958,0
109,SSSniperWolf,32500000,20583922757,3095,Gaming,2013,6650702.021647819,8
110,T-Series Apna Punjab,32300000,18933492606,6524,Music,2011,2902129.4613733906,0
111,ARY Digital HD,32200000,25304311207,71075,Entertainment,2016,356022.66911009495,0
112,KHANDESHI MOVIES,32100000,10676727914,191,Comedy,2013,55899099.02617801,0
113,IndiaTV,31900000,13417041251,237971,News & Politics,2006,56380.9928562724,0
114,HAR PAL GEO,31900000,26003463646,61818,Entertainment,2008,420645.5020544178,0
115,JustinBieberVEVO,31800000,25304909929,205,Music,2009,123438585.01951219,4
116,Ch3Thailand,31600000,20335720484,76039,Entertainment,2014,267438.031589053,0
117,La Granja de Zenón,31500000,22808879757,558,Music,2013,40876128.59677419,0
118,GENIAL,31400000,6362416164,5453,Howto & Style,2017,1166773.549238951,0
119,Eros Now Music,31000000,16582648732,9807,Entertainment,2007,1690899.2283063119,0
120,Luis Fonsi,30900000,14480846921,121,Entertainment,2014,119676420.83471075,0
121,Selena Gomez,30900000,11583101067,182,Film & Animation,2008,63643412.45604396,0
122,Galinha Pintadinha,30800000,22858782418,62,Film & Animation,2006,368690039.0,0
123,SMTOWN,30800000,25203004950,3951,Music,2006,6378892.672741078,19
124,Mr Bean,30700000,9936630200,2661,Shows,2006,3734171.4393085307,0
125,Bollywood Classics,30600000,19244430138,2008,Music,2012,9583879.550796812,0
126,CVS 3D Rhymes & Kids Songs,30500000,18636699832,338,Education,2008,55138165.18343195,0
127,Ricis Official,30500000,5134450983,2003,People & Blogs,2016,2563380.420868697,0
128,Trap Nation,30400000,13348694779,2472,Music,2012,5399957.43487055,0
129,Rajshri,30300000,13287506122,3739,Music,2006,3553759.326557903,0
130,DisneyMusicVEVO,30100000,24693346235,1771,Music,2010,13943165.575945793,9
131,Dream,30000000,2673017855,110,Gaming,2014,24300162.318181816,4
132,The Tonight Show Starring Jimmy Fallon,29900000,16006240303,7897,Comedy,2006,2026876.0672407243,19
133,AH,29900000,4082464979,1809,Entertainment,2014,2256752.337755666,0
134,Saregama Music,29700000,12147894890,5718,Entertainment,2013,2124500.6803078,0
135,Spinnin' Records,29600000,20075386002,10826,Music,2007,1854367.8184001478,0
136,rezendeevil,29600000,12599347383,11571,Gaming,2012,1088872.8185117966,0
137,Shawn Mendes,29500000,11742431673,132,Music,2011,88957815.70454545,1
139,Boram Tube Vlog [보람튜브 브이로그],29400000,13109187449,223,Entertainment,2012,58785593.941704035,0
140,BabyBus - Kids Songs and Cartoons,29200000,23790606514,1825,Education,2016,13035948.77479452,0
141,AuronPlay,29200000,3935938048,404,Comedy,2006,9742420.91089109,0
142,The Weeknd,29100000,19280816380,123,Music,2011,156754604.71544716,4
143,Maluma,28700000,19638529002,20,Music,2018,981926450.1,0
144,Adele,28700000,12650300730,14,Music,2008,903592909.2857143,2
145,jacksepticeye,28600000,15485608801,4988,Gaming,2007,3104572.7347634323,15
146,ImagineDragons,28600000,14307239074,67,Music,2009,213540881.70149255,0
147,Worldwide Records Bhojpuri,28600000,14501468946,5927,Music,2012,2446679.4239919013,0
148,Ultra Music,28600000,16201384834,4665,Music,2006,3472965.6664523045,0
149,Jingle Toons,28600000,9728073444,228,Film & Animation,2013,42666988.78947368,0
150,ashish chanchlani vines,28600000,4054589048,147,Comedy,2009,27582238.421768706,0
151,PowerKids TV,28400000,14322875759,2509,Film & Animation,2014,5708599.3459545635,0
152,MrBeast Gaming,28400000,4943059589,132,Gaming,2020,37447421.128787875,20
153,Peppa Pig - Official Channel,28200000,21008328965,2020,Film & Animation,2013,10400162.853960397,0
154,قناة طيور الجنة | toyoraljanahtv,28100000,25743323512,3131,Entertainment,2008,8222077.1357393805,0
155,DONA 도나,28100000,18421172559,160,Entertainment,2018,115132328.49375,0
156,Techno Gamerz,28100000,7193172591,839,Gaming,2017,8573507.259833135,0
157,Wow Kidz,28000000,14967441549,3718,Film & Animation,2015,4025670.131522324,0
158,Talking Tom,28000000,13908482957,447,Comedy,2010,31115174.40044743,0
159,The Late Late Show with James Corden,27900000,9996299350,5422,Entertainment,2006,1843655.3578015491,21
160,Little Angel: Nursery Rhymes & Kids Songs,27700000,20217178677,1146,Education,2015,17641517.170157067,0
161,GMANetwork,27600000,26290731375,114067,Entertainment,2006,230484.9901812093,0
162,KAROL G,27400000,14040459862,121,Music,2013,116036858.36363636,0
163,TheDonato,27200000,5094142687,2491,Entertainment,2015,2045019.1437173826,0
164,Vlad và Nikita,27100000,17117316552,405,Unknown,2018,42264979.14074074,0
165,Round2hell,27100000,2862422681,67,Comedy,2016,42722726.58208955,0
166,infobells - Tamil,26900000,16492704526,460,Education,2014,35853705.491304345,0
167,Drake,26800000,12947966180,53,Music,2009,244301248.6792453,1
168,MR. INDIAN HACKER,26800000,4592841527,812,Science & Technology,2012,5656208.777093596,0
169,Zee News,26700000,12175851183,144314,News & Politics,2007,84370.54743822498,0
170,ToypuddingTV,26600000,15570902183,2579,Entertainment,2014,6037573.549050019,0
171,Genevieve's Playhouse - Learning Videos for Kids,26500000,18579474197,578,Education,2016,32144419.025951557,0
172,Bounce Patrol - Kids Songs,26400000,18891028184,205,Music,2013,92151356.99512196,0
173,Wiz Khalifa,26400000,12528940373,598,Music,2008,20951405.306020066,0
174,infobells - Telugu,26300000,13426911345,421,Education,2014,31892901.057007127,0
175,enchufetv,26300000,10022194205,994,Comedy,2011,10082690.347082496,0
176,AboFlah,26300000,3589276436,553,Gaming,2016,6490554.133815551,0
177,DanTDM,26200000,18809615646,3603,Gaming,2012,5220542.782681099,31
178,Aditya Music,26100000,22661822099,19992,Music,2008,1133544.5227591037,1
179,Lucas and Marcus,26100000,7942766503,968,Entertainment,2011,8205337.296487603,0
180,WORLDSTARHIPHOP,25900000,19426357466,6259,Music,2008,3103747.797731267,0
181,व्लाद और निकिता,25900000,15750623413,427,Unknown,2018,36886705.885245904,0
182,Michael Jackson,25800000,12588288710,7,Music,2005,1798326958.5714285,0
183,TaylorSwiftVEVO,25800000,23276597783,239,Music,2009,97391622.52301255,8
184,toycantando,25800000,13948216340,496,Music,2009,28121403.91129032,0
185,VanossGaming,25700000,14907579962,1581,Gaming,2011,9429209.337128399,0
186,LosPolinesios,25600000,7086413849,725,People & Blogs,2012,9774363.929655172,0
187,1MILLION Dance Studio,25500000,7409442051,4251,Entertainment,2015,1742988.0148200423,0
188,BB Ki Vines,25500000,4371751617,185,Entertainment,2015,23631089.821621623,0
189,Renato Garcia,25400000,6901320769,3648,Entertainment,2011,1891809.4213267544,0
190,JYP Entertainment,25200000,17152981455,1502,Music,2008,11420094.177762983,22
191,RihannaVEVO,25200000,18089677017,106,Music,2009,170657330.3490566,0
192,Nick Jr.,25100000,20691684541,4712,Film & Animation,2012,4391274.30836163,0
193,Smosh,25000000,10184035967,1366,Comedy,2005,7455370.400439239,1
194,EminemVEVO,24900000,18786748261,98,Music,2009,191701512.86734694,3
195,Marília Mendonça,24900000,16477333283,114,Music,2013,144538011.25438598,0
196,Beyoncé,24900000,15717379166,234,Music,2005,67168287.03418803,4
197,Yuya,24900000,2583410213,672,Howto & Style,2009,3844360.436011905,0
198,KatyPerryVEVO,24800000,22679485513,171,Music,2009,132628570.25146198,1
199,Jess No Limit,24700000,3060187306,1914,Entertainment,2017,1598843.9425287356,0
200,WatchMojo.com,24600000,15650528115,22492,Music,2007,695826.4322870354,0
201,Las Ratitas,24600000,9217427023,217,People & Blogs,2015,42476622.22580645,0
202,Nicki Minaj,24500000,9386490086,31,Music,2013,302790002.7741935,6
203,Super JoJo - Nursery Rhymes & Kids Songs,24400000,831718833,61,Unknown,2019,13634734.967213115,0
204,Goldmines Dishoom,24400000,7143695444,2844,Film & Animation,2016,2511847.9057665262,0
205,David Guetta,24300000,15959928823,633,Music,2009,25213157.698262244,0
206,Masha y el Oso,24300000,11006209206,840,Film & Animation,2016,13102630.007142857,0
207,Aditya Movies,24300000,7908171009,4274,Movies,2012,1850297.3816097332,0
208,Netflix,24300000,5678834326,5650,Entertainment,2012,1005103.4205309735,24
209,ZHC,24300000,2224916696,298,Film & Animation,2013,7466163.409395973,22
210,Post Malone,24200000,12492313399,51,Music,2011,244947321.5490196,0
211,1theK (원더케이),24200000,22605283252,16928,Music,2011,1335378.2639413988,3
212,Amit Bhadana,24100000,2242631303,93,Entertainment,2012,24114315.086021505,0
213,Rans Entertainment,24000000,5688277632,3060,People & Blogs,2015,1858914.2588235294,0
214,Chloe Ting,24000000,2735828023,367,Howto & Style,2011,7454572.269754768,0
215,Sandeep Maheshwari,24000000,1821164544,513,People & Blogs,2012,3550028.350877193,0
216,Raffy Tulfo in Action,23900000,12797189774,8755,News & Politics,2016,1461700.7166190748,0
217,KSI,23900000,5898102699,1242,Entertainment,2009,4748874.958937198,7
218,Collins Key,23900000,6368398946,251,Entertainment,2011,25372107.354581673,0
219,James Charles,23900000,3687600020,406,Entertainment,2015,9082758.669950739,3
220,Ninja,23900000,2447087199,1418,Gaming,2011,1725731.452045134,3
221,Coldplay,23500000,15078170011,347,Music,2010,43452939.5129683,11
222,Logan Paul,23500000,5889189870,712,Entertainment,2015,8271334.087078651,6
223,DJ Snake,23400000,7645734689,209,Music,2008,36582462.626794256,0
224,Chris Brown,23400000,13630944140,21,Music,2006,649092578.0952381,2
225,Happy Lives,23400000,10089784164,596,Science & Technology,2016,16929168.060402684,0
226,TRANS7 OFFICIAL,23300000,12454676964,78951,Entertainment,2014,157751.98495269218,0
227,Troom Troom,23200000,9797581328,1992,Howto & Style,2015,4918464.5220883535,0
228,ABPLIVE,23200000,6805551423,146479,People & Blogs,2017,46460.93585428628,0
229,Mister Max,23100000,14762469807,1046,People & Blogs,2014,14113259.85372849,0
230,NickyJamTV,23100000,15050718616,328,Music,2012,45886337.24390244,0
231,Shemaroo Movies,23000000,5590554837,2155,Entertainment,2011,2594224.9823665894,0
232,Sesame Street,22900000,21078177585,3425,Entertainment,2006,6154212.433576643,0
233,Enrique Iglesias,22900000,16539033540,405,Music,2007,40837119.85185185,0
234,netd müzik,22800000,50658927334,20482,Music,2014,2473338.899228591,0
235,Jelly,22800000,14239994409,5667,Gaming,2014,2512792.3785071466,1
236,Erlania e Valentina Pontes,22700000,7556615404,1117,Film & Animation,2014,6765098.839749329,0
237,DrossRotzank,22500000,5743037460,1508,Entertainment,2006,3808380.2785145887,0
238,Anuel AA,22400000,11627613226,92,Music,2016,126387100.2826087,1
239,Goldmines Bollywood,22400000,7122122133,2409,Film & Animation,2015,2956464.1481942716,0
240,Miss Katy,22300000,13424354473,990,People & Blogs,2014,13559954.013131313,0
241,The Chainsmokers,22300000,13337815978,237,Music,2012,56277704.54852321,0
242,Crazy XYZ,22300000,5869132761,1085,Entertainment,2017,5409338.950230415,0
243,Frost Diamond,22300000,5357578673,2191,Gaming,2014,2445266.3957097214,0
244,Mark Rober,22300000,2935811566,107,Science & Technology,2011,27437491.271028038,11
245,The Lallantop,22200000,8155335430,39370,News & Politics,2015,207145.93421386843,0
246,Technical Guruji,22200000,3065204553,4609,Science & Technology,2015,665047.6357127359,0
247,GMM GRAMMY OFFICIAL,22100000,24128528075,13755,Music,2010,1754164.1639403852,0
248,HUM TV,22100000,16656148835,59428,Entertainment,2011,280274.4301507707,0
249,Like Nastya AE,22100000,11179266145,576,Entertainment,2018,19408448.168402776,0
250,WB Kids,22100000,9340794746,1722,People & Blogs,2015,5424387.192799071,0
251,Venus Movies,22100000,6293790011,2456,Entertainment,2010,2562618.082654723,0
252,OneDirectionVEVO,22000000,11550410746,266,Music,2010,43422596.78947368,0
253,Smile Family,22000000,8261468075,413,People & Blogs,2018,20003554.66101695,0
254,mmoshaya,21900000,16356422375,1139,People & Blogs,2010,14360335.711150132,0
255,Lady Gaga,21900000,13835267771,172,People & Blogs,2008,80437603.31976745,0
256,White Hill Music,21700000,9719487276,5094,Entertainment,2014,1908026.5559481743,0
257,Paulo Londra,21700000,7061442001,52,Music,2016,135796961.55769232,2
258,America's Got Talent,21700000,4016933296,2751,Entertainment,2006,1460172.0450745183,7
259,TED,21700000,2370380465,4005,People & Blogs,2006,591855.2971285892,0
260,Sia,21600000,12150226022,144,Music,2007,84376569.59722222,0
261,Diana and Roma ARA,21600000,9790033957,503,Unknown,2019,19463288.184890658,0
262,Wave Music Bhojpuri,21500000,12148385591,21294,Music,2014,570507.4476847938,0
263,Peppa Pig Español Latino - Canal Oficial,21500000,6961098158,949,Film & Animation,2014,7335193.001053741,0
264,FaZe Rug,21500000,6009951177,1997,Gaming,2012,3009489.8232348524,7
265,Goldmines Movies,21400000,4575205400,4025,Film & Animation,2013,1136696.9937888198,0
266,Pen Movies,21200000,5588648749,1569,Film & Animation,2014,3561917.6220522625,0
267,nigahiga,21200000,4357416327,403,Entertainment,2006,10812447.461538462,0
268,BabyBus - Canciones Infantiles & Cuentos,21100000,11922457689,973,Education,2018,12253296.699897226,0
269,Enaldinho,21100000,7382859153,2908,Comedy,2012,2538809.887551582,0
270,SSundee,21000000,12022708572,3067,Gaming,2009,3920022.358004565,23
271,Tasty,21000000,5508445771,4310,Howto & Style,2016,1278061.6638051043,1
272,FGTeeV,20900000,22567064225,1594,Gaming,2013,14157505.787327478,0
273,Dua Lipa,20900000,9928011592,164,Music,2011,60536656.048780486,0
274,5-Minute Crafts DIY,20900000,4934552904,3961,Howto & Style,2018,1245784.626104519,0
275,Juan De Dios Pantoja,20900000,1601142353,175,Entertainment,2014,9149384.874285715,0
276,Indosiar,20800000,10126082404,58623,Music,2013,172732.245091517,0
277,Like Nastya PRT,20800000,10441789042,529,Entertainment,2019,19738731.648393195,0
278,Preston,20800000,6955897177,3861,Gaming,2012,1801579.1704221703,8
279,Baim Paula,20800000,4254648656,1957,People & Blogs,2016,2174066.763413388,0
280,Charlie Puth,20700000,8609202215,132,Music,2009,65221228.90151515,5
281,Canal Canalha,20700000,1834293432,291,Comedy,2011,6303413.855670103,0
282,MrBeast en Español,20700000,2290112686,72,Entertainment,2021,31807120.638888888,0
283,Goldmines Cineplex,20600000,1796017693,2474,Film & Animation,2015,725957.0303152789,0
284,Brent Rivera,20500000,4655819045,484,Comedy,2009,9619460.83677686,7
285,Kids TV - Nursery Rhymes And Baby Songs,20400000,11747446967,3367,Shows,2013,3488995.2381942384,0
286,Disney Latinoamérica,20400000,19296050086,7811,Entertainment,2007,2470368.721802586,0
287,Becky G,20400000,9552800638,73,Music,2011,130860282.71232876,0
288,Family GamesTV,20400000,7061690830,277,Entertainment,2016,25493468.70036101,0
289,Jake Paul,20400000,7219140294,934,People & Blogs,2013,7729272.263383297,5
290,National Geographic,20400000,5199519260,9854,Science & Technology,2006,527655.6992084433,0
291,Tekashi 6ix9ine,20400000,5325195339,25,People & Blogs,2018,213007813.56,0
292,BuzzFeedVideo,20300000,17755714250,7347,People & Blogs,2011,2416729.8557234243,0
293,Brave Wilderness,20300000,4606459332,718,Pets & Animals,2014,6415681.520891365,0
294,D Billions,20200000,21872499520,429,Unknown,2019,50984847.36596736,0
295,Avicii,20200000,9499913181,149,Music,2009,63757806.58389262,0
296,REACT,20100000,12940702514,3885,Entertainment,2007,3330940.158043758,0
297,LazarBeam,20100000,8389982773,1258,Gaming,2015,6669302.681240063,17
298,StarPlus,20100000,12116551500,12702,Entertainment,2006,953908.9513462447,0
299,AuthenticGames,20100000,8852635760,4638,Gaming,2011,1908718.3613626563,0
300,Vevo,20000000,546905035,1519,Music,2006,360042.81435154704,0
301,Skrillex,20000000,6307539008,180,Music,2010,35041883.37777778,0
302,Rotana,20000000,16480938259,8109,Music,2012,2032425.4851399679,0
303,Ultra Movie Parlour,20000000,4930920530,1302,Movies,2011,3787189.3471582183,0
304,SlivkiShow,20000000,4345234891,426,Entertainment,2012,10200081.903755868,0
305,HaerteTest,20000000,3027361293,1160,Science & Technology,2011,2609794.2181034484,0
306,5-Minute Crafts PLAY,19900000,5616881420,4440,Howto & Style,2017,1265063.3828828828,0
307,Alan Becker,19900000,4321286202,116,Film & Animation,2006,37252467.25862069,6
308,JennaMarbles,19900000,1761774908,250,Comedy,2010,7047099.632,0
309,Mnet K-POP,19800000,15394134862,29028,Entertainment,2006,530320.2033209315,14
310,Lyrical Lemonade,19800000,9563010656,408,Entertainment,2013,23438751.60784314,8
311,Pencilmation,19800000,10849211839,1153,Film & Animation,2007,9409550.597571552,0
312,Tlnovelas,19700000,12776498114,29574,News & Politics,2013,432017.9250016907,0
313,Pentatonix,19700000,5694327707,235,Music,2011,24231181.731914893,0
314,Totoy kids - Português,19700000,3826474945,174,Film & Animation,2014,21991235.316091955,0
315,LankyBox,19600000,25787517689,5545,Comedy,2016,4650589.3036970245,0
316,toyorbabytv,19600000,13978892435,1057,Music,2012,13225063.798486281,0
317,Vlad and Niki Arabic,19600000,9147535900,417,Unknown,2018,21936536.930455636,0
318,shane,19600000,4269173489,566,People & Blogs,2005,7542709.344522968,7
319,Marvel Entertainment,19500000,5098361752,7989,Entertainment,2005,638172.7064713981,21
320,Noor Stars,19500000,2545886796,627,Comedy,2014,4060425.5119617223,0
321,GMA Public Affairs,19400000,11968987179,37390,Entertainment,2009,320111.98660069535,0
322,Romeo Santos,19400000,14819598563,28,Music,2005,529271377.25,0
323,Got Talent Global,19400000,7383775138,2454,Entertainment,2013,3008873.324368378,0
324,Dr. Vivek Bindra: Motivational Speaker,19400000,1478660028,683,Education,2013,2164948.796486091,0
325,Linkin Park,19300000,11783975855,592,Music,2006,19905364.61993243,0
326,Gordon Ramsay,19300000,3631748240,1287,Entertainment,2006,2821871.2043512044,3
327,Troom Troom Es,19200000,7139476227,2591,People & Blogs,2016,2755490.631802393,0
328,Gusttavo Lima Oficial,19200000,11815001366,335,Music,2010,35268660.794029854,0
329,Kinder Spielzeug Kanal,19200000,9413508600,699,Entertainment,2015,13467108.154506437,0
330,Infinite,19200000,4383533818,1517,Entertainment,2014,2889606.9993408043,1
331,Deddy Corbuzier,19200000,4075368246,1132,Entertainment,2009,3600148.6272084806,0
333,Robin Hood Gamer,19100000,9328209625,3750,Entertainment,2014,2487522.566666667,0
334,★ Kids Roma Show,19100000,6410853410,589,People & Blogs,2015,10884301.205432937,0
335,Fatos Desconhecidos,19100000,3252868093,5240,Entertainment,2013,620776.3536259542,0
336,JukiLop,19100000,1540403509,85,People & Blogs,2017,18122394.223529413,0
337,Crafty Panda,19000000,5672497949,613,People & Blogs,2017,9253667.127243066,0
338,Kurzgesagt – In a Nutshell,19000000,2052293685,161,Education,2013,12747165.745341616,17
339,DLS News,19000000,1946197106,3559,News & Politics,2017,546838.186569261,0
340,NBA,18900000,10791851871,42086,Sports,2005,256423.79582283896,10
341,Jimmy Kimmel Live,18800000,12472520905,6073,Entertainment,2006,2053765.9978593776,11
342,The ACE Family,18800000,4497282091,668,People & Blogs,2016,6732458.22005988,4
343,Clash of Clans,18800000,3623586697,553,Gaming,2013,6552598.005424955,25
344,Sun TV,18700000,13622998578,34648,People & Blogs,2016,393182.8266566613,2
345,Ninja Kidz TV,18700000,9145485770,267,Entertainment,2017,34252755.692883894,0
346,Netflix India,18700000,5228700571,2707,People & Blogs,2016,1931548.0498707055,1
347,Beast Reacts,18700000,2528480817,215,People & Blogs,2016,11760375.893023256,38
348,Britain's Got Talent,18600000,10512530241,3735,Entertainment,2008,2814599.796787149,15
349,TRT Originals Urdu,18600000,7370103100,740,Entertainment,2020,9959598.783783784,0
350,Lil Nas X,18600000,5659051618,37,Music,2018,152947341.02702704,4
351,Calvin Harris,18500000,14886853329,76,Music,2007,195879649.06578946,0
352,Green Gold TV - Official Channel,18500000,8985315647,1090,Film & Animation,2011,8243408.850458716,0
353,TheWillyrex,18500000,6957319094,6798,Comedy,2011,1023436.1715210356,0
354,Cardi B,18500000,7069624864,60,People & Blogs,2016,117827081.06666666,1
355,invictor,18500000,7050721828,2106,Gaming,2013,3347921.095916429,0
356,shakiraVEVO,18400000,22257341033,189,Music,2009,117763709.16931216,1
357,CKN,18300000,18786377776,814,Entertainment,2015,23079088.176904175,0
358,Official Pink Panther,18300000,9942133522,629,Film & Animation,2013,15806253.612082671,0
359,Sonotek,18300000,7133240982,8169,Entertainment,2011,873208.5912596401,0
360,MiawAug,18200000,5236302709,3287,Gaming,2014,1593033.9850927899,0
361,KBS WORLD TV,18200000,13926619677,58485,Entertainment,2007,238122.93198255962,8
362,Turma da Mônica,18200000,13088159940,1094,Film & Animation,2012,11963583.126142597,0
363,CookieSwirlC,18200000,20938593710,3571,Entertainment,2013,5863509.859983198,0
364,David Dobrik,18200000,7087407988,536,People & Blogs,2014,13222776.097014925,2
365,Unbox Therapy,18200000,4332532776,2053,Science & Technology,2010,2110342.3166098394,11
366,The Royalty Family,18200000,4490004408,633,People & Blogs,2017,7093213.914691943,2
367,A_S Gaming,18200000,2476464261,932,Gaming,2016,2657150.494635193,0
368,HiMan,18200000,2367699484,326,People & Blogs,2014,7262881.852760736,0
369,BabyBus - Cerita & Lagu Anak-anak,18100000,10232250581,672,Education,2019,15226563.364583334,0
370,Dan-Sa / Daniel Saboya,18100000,6165702828,2062,Music,2007,2990156.5606207564,0
371,Vania Mania Kids,18100000,6908411472,825,People & Blogs,2015,8373832.087272727,0
372,PDK Films,18100000,3910330714,108,Entertainment,2009,36206765.87037037,0
373,GEN HALILINTAR,18100000,3178960318,969,Entertainment,2015,3280660.802889577,0
374,ElTrollino,18000000,5486103239,1517,Entertainment,2013,3616416.1100856955,0
375,Мирошка ТВ,18000000,4603751673,84,Education,2018,54806567.53571428,0
376,TheOdd1sOut,18000000,4023496321,113,Comedy,2014,35606162.132743366,9
377,INCRÍVEL,18000000,3017467860,5682,People & Blogs,2017,531057.3495248152,0
378,Emiway Bantai,18000000,3038899728,201,Music,2013,15118904.119402984,0
379,Vsauce,18000000,2415927927,391,Science & Technology,2007,6178843.803069054,5
380,Farruko,17900000,8480000414,193,Music,2009,43937825.97927461,0
381,Diana and Roma EN,17900000,3868166958,424,People & Blogs,2011,9123035.278301887,0
382,ArianaGrandeVevo,17800000,19011269725,177,Music,2010,107408303.53107345,2
383,Like Nastya Vlog,17800000,7561933732,397,People & Blogs,2016,19047692.020151135,0
384,Demi Lovato,17800000,6495131112,282,Music,2008,23032379.829787236,0
385,Lele Pons,17800000,4958584356,154,Comedy,2015,32198599.714285713,0
386,Lil Pump,17800000,4091109829,59,Music,2015,69340844.55932203,0
387,Naisa Alifia Yuriza (N.A.Y),17800000,2521515641,1462,People & Blogs,2017,1724702.9008207934,0
